Timestamp,Mag_X,Mag_Y,Mag_Z,Ori_X,Ori_Y,Ori_Z,Position
1754854240.732,-0.11007,5.688936,8.10449,93.407522,-35.474404,1.154536,2
1754854240.741,-0.149551,5.715257,8.100901,93.425814,-35.474975,1.150172,2
1754854240.751,-0.142373,5.698507,8.078169,93.443709,-35.477789,1.144397,2
1754854240.76,-0.144766,5.735596,8.054241,93.461119,-35.485404,1.140098,2
1754854240.77,-0.137587,5.745167,7.993224,93.47426,-35.495844,1.134522,2
1754854240.779,-0.100499,5.761917,7.969296,93.481111,-35.512677,1.131151,2
1754854240.789,-0.072981,5.782256,7.944171,93.482825,-35.533755,1.126999,2
1754854240.798,-0.044267,5.809773,7.909475,93.482798,-35.556824,1.11724,2
1754854240.808,-0.040678,5.81097,7.862815,93.481821,-35.581635,1.102571,2
1754854240.817,-0.025125,5.833702,7.855637,93.488972,-35.607108,1.083775,2
1754854240.826,-0.07657,5.804988,7.866405,93.506041,-35.628179,1.066119,2
1754854240.836,-0.120838,5.791827,7.898707,93.52871,-35.642335,1.050187,2
1754854240.845,-0.154337,5.783453,7.914261,93.561523,-35.643537,1.045296,2
1754854240.855,-0.179462,5.800202,8.01117,93.597504,-35.630604,1.050018,2
1754854240.864,-0.166301,5.772685,8.161918,93.633117,-35.603532,1.060241,2
1754854240.874,-0.153141,5.724828,8.301898,93.669406,-35.563876,1.075823,2
1754854240.883,-0.161516,5.710471,8.433503,93.708146,-35.511735,1.094227,2
1754854240.893,-0.196211,5.709275,8.510074,93.752481,-35.455116,1.116566,2
1754854240.902,-0.234497,5.7009,8.514859,93.801795,-35.404979,1.142193,2
1754854240.912,-0.240479,5.729614,8.453842,93.853185,-35.370196,1.167946,2
1754854240.921,-0.251246,5.746364,8.331808,93.907554,-35.352974,1.18958,2
1754854240.931,-0.25005,5.783453,8.213364,93.95822,-35.355337,1.203658,2
1754854240.94,-0.258425,5.776274,8.109276,94.005676,-35.372706,1.213803,2
1754854240.949,-0.282353,5.788238,8.018349,94.049096,-35.397462,1.222772,2
1754854240.959,-0.303888,5.763113,7.995617,94.085473,-35.41825,1.237215,2
1754854240.968,-0.308674,5.769095,8.043473,94.113839,-35.434308,1.261174,2
1754854240.978,-0.297906,5.782256,8.093722,94.137137,-35.439239,1.289525,2
1754854240.987,-0.272782,5.776274,8.175078,94.155128,-35.43677,1.317566,2
1754854240.997,-0.253639,5.773881,8.239685,94.173036,-35.432798,1.343419,2
1754854241.006,-0.260818,5.766703,8.23131,94.190904,-35.429462,1.362864,2
1754854241.016,-0.260818,5.778666,8.181061,94.212925,-35.431675,1.376158,2
1754854241.025,-0.301496,5.800202,8.086544,94.237466,-35.443627,1.386805,2
1754854241.035,-0.270389,5.801398,8.002795,94.259192,-35.467082,1.391773,2
1754854241.044,-0.262014,5.815755,7.913064,94.278856,-35.499802,1.395475,2
1754854241.053,-0.245264,5.815755,7.872386,94.29264,-35.533721,1.392444,2
1754854241.063,-0.223729,5.807381,7.890333,94.302687,-35.563607,1.389671,2
1754854241.072,-0.199801,5.797809,7.936993,94.308868,-35.583114,1.390994,2
1754854241.082,-0.191426,5.799006,8.007581,94.311696,-35.589312,1.396651,2
1754854241.091,-0.18664,5.804988,8.07458,94.313417,-35.584012,1.403716,2
1754854241.101,-0.162712,5.804988,8.155936,94.315337,-35.570252,1.412692,2
1754854241.11,-0.155533,5.785845,8.232507,94.320145,-35.5536,1.421264,2
1754854241.12,-0.157926,5.793024,8.254042,94.331401,-35.537877,1.426445,2
1754854241.129,-0.137587,5.78106,8.256434,94.347049,-35.525556,1.430602,2
1754854241.139,-0.159123,5.790631,8.214561,94.367827,-35.523472,1.435532,2
1754854241.148,-0.195015,5.807381,8.178668,94.389628,-35.530743,1.436607,2
1754854241.158,-0.218943,5.804988,8.109276,94.411471,-35.547887,1.437995,2
1754854241.167,-0.232104,5.816952,8.048259,94.439352,-35.572834,1.443399,2
1754854241.176,-0.234497,5.806184,7.995617,94.465573,-35.600527,1.451049,2
1754854241.186,-0.230907,5.773881,8.001599,94.48797,-35.627701,1.463685,2
1754854241.195,-0.21655,5.797809,8.026724,94.509457,-35.650377,1.478869,2
1754854241.205,-0.202194,5.797809,8.035098,94.528411,-35.663857,1.495163,2
1754854241.214,-0.185444,5.787042,8.037491,94.543929,-35.672869,1.514912,2
1754854241.224,-0.21655,5.79422,8.054241,94.560827,-35.677684,1.53964,2
1754854241.233,-0.248854,5.788238,8.056634,94.58129,-35.68042,1.562896,2
1754854241.243,-0.269193,5.79422,8.066205,94.604329,-35.681625,1.583378,2
1754854241.252,-0.303888,5.785845,8.068598,94.633036,-35.681974,1.601237,2
1754854241.262,-0.293121,5.751149,8.066205,94.661409,-35.684354,1.617794,2
1754854241.271,-0.281157,5.753542,8.045866,94.689016,-35.68754,1.636283,2
1754854241.28,-0.267996,5.757131,8.023134,94.713496,-35.690317,1.651797,2
1754854241.29,-0.256032,5.758327,7.992028,94.732265,-35.695597,1.666677,2
1754854241.299,-0.242871,5.748756,7.952546,94.748814,-35.702898,1.682329,2
1754854241.309,-0.239282,5.765506,7.945368,94.76326,-35.710787,1.697094,2
1754854241.318,-0.256032,5.763113,7.948957,94.777563,-35.717269,1.706677,2
1754854241.328,-0.232104,5.772685,7.938189,94.789386,-35.723044,1.713059,2
1754854241.337,-0.238086,5.767899,7.926225,94.801516,-35.726192,1.720239,2
1754854241.347,-0.227318,5.784649,7.958528,94.81504,-35.727541,1.721146,2
1754854241.356,-0.226122,5.79422,8.020741,94.82939,-35.722108,1.718219,2
1754854241.366,-0.205783,5.746364,8.094919,94.847354,-35.707918,1.71281,2
1754854241.375,-0.228515,5.704489,8.163115,94.868172,-35.685648,1.710333,2
1754854241.385,-0.247657,5.706882,8.244471,94.891668,-35.654086,1.71083,2
1754854241.394,-0.270389,5.698507,8.300702,94.919597,-35.617941,1.719486,2
1754854241.403,-0.262014,5.693721,8.315059,94.943994,-35.585501,1.735306,2
1754854241.413,-0.264407,5.699704,8.279166,94.966431,-35.5597,1.756093,2
1754854241.422,-0.288335,5.752346,8.190632,94.984668,-35.545312,1.775743,2
1754854241.432,-0.29671,5.78106,8.106883,94.998021,-35.544441,1.789646,2
1754854241.441,-0.300299,5.785845,8.009974,95.009024,-35.560038,1.794658,2
1754854241.451,-0.285942,5.799006,7.893922,95.016189,-35.585173,1.7881,2
1754854241.46,-0.321835,5.82772,7.826923,95.023948,-35.61302,1.776167,2
1754854241.47,-0.290728,5.842076,7.843673,95.024563,-35.638506,1.762456,2
1754854241.479,-0.253639,5.836094,7.895118,95.021278,-35.654793,1.754197,2
1754854241.489,-0.214158,5.819345,8.021938,95.008225,-35.656053,1.745529,2
1754854241.498,-0.163908,5.814559,8.12124,94.9913,-35.643404,1.741536,2
1754854241.507,-0.125623,5.813363,8.237292,94.968883,-35.61737,1.742965,2
1754854241.517,-0.17348,5.828916,8.328219,94.95217,-35.587338,1.744069,2
1754854241.526,-0.187837,5.828916,8.364112,94.941009,-35.560956,1.738417,2
1754854241.536,-0.210568,5.791827,8.315059,94.940804,-35.546241,1.731635,2
1754854241.545,-0.218943,5.803792,8.240881,94.947723,-35.546073,1.719288,2
1754854241.55499,-0.211765,5.803792,8.13799,94.955981,-35.559396,1.702683,2
1754854241.564,-0.20339,5.82772,7.99801,94.960059,-35.587683,1.683956,2
1754854241.57401,-0.197408,5.851648,7.885547,94.957115,-35.624569,1.664387,2
1754854241.583,-0.180658,5.85763,7.832905,94.946344,-35.665216,1.648689,2
1754854241.593,-0.199801,5.858826,7.818548,94.932103,-35.702922,1.636937,2
1754854241.602,-0.209372,5.868398,7.850851,94.915191,-35.730885,1.625868,2
1754854241.612,-0.210568,5.858826,7.902297,94.90261,-35.745047,1.617268,2
1754854241.621,-0.232104,5.861219,7.965706,94.891798,-35.747468,1.610946,2
1754854241.63,-0.229711,5.852844,8.062616,94.881511,-35.739583,1.606509,2
1754854241.64,-0.187837,5.839684,8.140383,94.872284,-35.725694,1.60366,2
1754854241.649,-0.157926,5.826523,8.199007,94.868124,-35.708389,1.596887,2
1754854241.659,-0.108873,5.812166,8.226524,94.866608,-35.693158,1.584337,2
1754854241.668,-0.135194,5.808577,8.206185,94.871751,-35.682452,1.56943,2
1754854241.678,-0.189033,5.801398,8.149954,94.879312,-35.67765,1.552191,2
1754854241.687,-0.248854,5.820541,8.04467,94.894748,-35.680802,1.541317,2
1754854241.697,-0.287139,5.837291,7.987242,94.91597,-35.689323,1.539532,2
1754854241.706,-0.273978,5.831309,7.945368,94.930375,-35.703458,1.543701,2
1754854241.716,-0.253639,5.838487,7.960921,94.938489,-35.717054,1.550684,2
1754854241.725,-0.227318,5.822934,7.988439,94.94092,-35.72653,1.556493,2
1754854241.734,-0.25005,5.831309,7.99801,94.944096,-35.729683,1.563713,2
1754854241.744,-0.290728,5.831309,8.050652,94.94732,-35.725964,1.568469,2
1754854241.753,-0.299103,5.815755,8.111669,94.953515,-35.717009,1.571701,2
1754854241.763,-0.275175,5.806184,8.160722,94.961247,-35.703622,1.571778,2
1754854241.772,-0.257228,5.788238,8.213364,94.968111,-35.688486,1.568226,2
1754854241.782,-0.196211,5.787042,8.22772,94.976437,-35.675407,1.561814,2
1754854241.791,-0.190229,5.795416,8.2014,94.984955,-35.664745,1.55358,2
1754854241.801,-0.184247,5.789434,8.159525,94.990398,-35.659298,1.542828,2
1754854241.81,-0.180658,5.800202,8.129615,94.997543,-35.660247,1.53726,2
1754854241.82,-0.222533,5.816952,8.122437,95.005698,-35.664304,1.534495,2
1754854241.829,-0.263211,5.79422,8.10449,95.01412,-35.66997,1.533065,2
1754854241.838,-0.284746,5.793024,8.079366,95.023053,-35.678176,1.536138,2
1754854241.848,-0.291924,5.772685,8.051848,95.032875,-35.685607,1.544018,2
1754854241.857,-0.299103,5.78106,8.04108,95.04088,-35.693571,1.552053,2
1754854241.867,-0.272782,5.767899,7.99801,95.048926,-35.700904,1.557642,2
1754854241.87599,-0.22014,5.783453,8.01117,95.053789,-35.708127,1.560942,2
1754854241.886,-0.191426,5.763113,8.013563,95.052997,-35.713615,1.560478,2
1754854241.89501,-0.15673,5.771488,8.029117,95.049712,-35.714506,1.5567,2
1754854241.905,-0.163908,5.775077,8.061419,95.046549,-35.711419,1.554681,2
1754854241.914,-0.16989,5.775077,8.090134,95.041741,-35.707054,1.55383,2
1754854241.924,-0.202194,5.782256,8.102098,95.042772,-35.702778,1.556378,2
1754854241.933,-0.232104,5.783453,8.092526,95.047301,-35.699503,1.558422,2
1754854241.943,-0.257228,5.795416,8.079366,95.055155,-35.699862,1.558383,2
1754854241.952,-0.283549,5.790631,8.059027,95.063201,-35.703578,1.555149,2
1754854241.961,-0.240479,5.789434,8.037491,95.06954,-35.710223,1.550021,2
1754854241.971,-0.181855,5.793024,8.009974,95.072716,-35.7187,1.544122,2
1754854241.98,-0.132802,5.801398,7.995617,95.069601,-35.727463,1.531594,2
1754854241.99,-0.105284,5.808577,8.017152,95.064328,-35.733712,1.515189,2
1754854241.999,-0.11007,5.818148,8.063812,95.05771,-35.734173,1.497566,2
1754854242.009,-0.145962,5.790631,8.117651,95.054295,-35.728245,1.481677,2
1754854242.018,-0.114855,5.785845,8.196614,95.052806,-35.716251,1.46792,2
1754854242.028,-0.118445,5.752346,8.267202,95.055688,-35.700869,1.461161,2
1754854242.037,-0.154337,5.766703,8.274381,95.064547,-35.687469,1.457422,2
1754854242.047,-0.183051,5.767899,8.215756,95.080864,-35.677592,1.459166,2
1754854242.056,-0.208176,5.820541,8.087741,95.100023,-35.680082,1.4665,2
1754854242.065,-0.200997,5.846862,7.952546,95.116613,-35.694814,1.476406,2
1754854242.075,-0.204586,5.852844,7.847262,95.131134,-35.723604,1.488271,2
1754854242.084,-0.227318,5.848059,7.800602,95.142793,-35.755753,1.497947,2
1754854242.094,-0.307478,5.814559,7.780263,95.157137,-35.782709,1.509673,2
1754854242.103,-0.370888,5.797809,7.830512,95.175585,-35.799467,1.525271,2
1754854242.113,-0.409173,5.76431,7.884351,95.200174,-35.802308,1.549702,2
1754854242.122,-0.417548,5.751149,7.972885,95.226067,-35.791048,1.578027,2
1754854242.132,-0.400798,5.752346,8.09133,95.247685,-35.765975,1.604563,2
1754854242.141,-0.363709,5.754738,8.221739,95.265901,-35.73126,1.626455,2
1754854242.151,-0.317049,5.733203,8.33779,95.279322,-35.690447,1.641054,2
1754854242.16,-0.293121,5.73081,8.416754,95.290585,-35.648868,1.650533,2
1754854242.17,-0.283549,5.741578,8.435896,95.303761,-35.611473,1.656164,2
1754854242.179,-0.302692,5.755935,8.4012,95.315461,-35.583855,1.658884,2
1754854242.188,-0.336192,5.765506,8.315059,95.327495,-35.571188,1.658197,2
1754854242.198,-0.346959,5.769095,8.202596,95.337584,-35.574354,1.658437,2
1754854242.207,-0.336192,5.790631,8.088937,95.339318,-35.59215,1.659963,2
1754854242.217,-0.332602,5.807381,7.976474,95.338929,-35.619822,1.658907,2
1754854242.226,-0.301496,5.806184,7.883154,95.329189,-35.65384,1.652944,2
1754854242.236,-0.265603,5.814559,7.877172,95.31195,-35.68876,1.643616,2
1754854242.245,-0.209372,5.809773,7.877172,95.28732,-35.720001,1.62945,2
1754854242.255,-0.17348,5.789434,7.890333,95.258189,-35.74365,1.612718,2
1754854242.264,-0.136391,5.799006,7.931011,95.226976,-35.759466,1.592428,2
1754854242.274,-0.11007,5.815755,8.01117,95.194928,-35.763929,1.570931,2
1754854242.283,-0.095713,5.801398,8.114061,95.166105,-35.759449,1.549811,2
1754854242.292,-0.116052,5.79422,8.165507,95.141277,-35.747725,1.532167,2
1754854242.302,-0.163908,5.767899,8.191829,95.123758,-35.730717,1.520605,2
1754854242.311,-0.209372,5.782256,8.194221,95.114742,-35.716285,1.517712,2
1754854242.321,-0.246461,5.788238,8.166703,95.113328,-35.705285,1.518428,2
1754854242.33,-0.252443,5.785845,8.118847,95.113171,-35.701604,1.516149,2
1754854242.34,-0.248854,5.76431,8.084151,95.111477,-35.703882,1.509478,2
1754854242.349,-0.242871,5.773881,8.061419,95.105726,-35.708663,1.49916,2
1754854242.359,-0.242871,5.778666,8.032705,95.100098,-35.711562,1.493019,2
1754854242.368,-0.247657,5.770292,8.043473,95.08738,-35.712921,1.494194,2
1754854242.378,-0.270389,5.778666,8.076973,95.066876,-35.711285,1.500259,2
1754854242.387,-0.256032,5.79422,8.116454,95.044241,-35.705582,1.505594,2
1754854242.397,-0.208176,5.78106,8.148758,95.021585,-35.698954,1.507374,2
1754854242.406,-0.161516,5.787042,8.133204,94.996361,-35.695405,1.499096,2
1754854242.415,-0.151944,5.787042,8.096115,94.972271,-35.695959,1.480982,2
1754854242.425,-0.16989,5.800202,8.029117,94.946009,-35.705319,1.456709,2
1754854242.434,-0.196211,5.825327,7.974082,94.922745,-35.721261,1.433073,2
1754854242.444,-0.202194,5.822934,7.941778,94.899529,-35.743432,1.410937,2
1754854242.453,-0.18664,5.826523,7.911868,94.874244,-35.768283,1.387953,2
1754854242.463,-0.178265,5.791827,7.892725,94.848399,-35.791086,1.36486,2
1754854242.472,-0.155533,5.818148,7.856833,94.819275,-35.812106,1.342516,2
1754854242.482,-0.161516,5.839684,7.82453,94.788464,-35.825312,1.320524,2
1754854242.491,-0.133998,5.854041,7.831708,94.753179,-35.834294,1.293127,2
1754854242.501,-0.084945,5.838487,7.902297,94.716193,-35.836329,1.26471,2
1754854242.51,-0.064606,5.830112,8.000402,94.681544,-35.828761,1.234872,2
1754854242.519,-0.061017,5.81097,8.096115,94.649592,-35.807987,1.206688,2
1754854242.529,-0.053839,5.806184,8.206185,94.623631,-35.7794,1.183278,2
1754854242.538,-0.070588,5.81097,8.293523,94.605025,-35.745023,1.161894,2
1754854242.548,-0.075374,5.787042,8.32463,94.592758,-35.709499,1.139101,2
1754854242.557,-0.096909,5.772685,8.305488,94.586475,-35.680075,1.120954,2
1754854242.567,-0.135194,5.788238,8.270791,94.58588,-35.658061,1.107983,2
1754854242.576,-0.147159,5.819345,8.207381,94.588927,-35.645781,1.096781,2
1754854242.586,-0.13998,5.828916,8.153543,94.589896,-35.643547,1.08537,2
1754854242.595,-0.129212,5.800202,8.116454,94.584999,-35.650254,1.072006,2
1754854242.605,-0.138784,5.802595,8.111669,94.579569,-35.658963,1.057927,2
1754854242.614,-0.171087,5.815755,8.10449,94.577691,-35.664898,1.045237,2
1754854242.623,-0.167498,5.804988,8.141579,94.573982,-35.668891,1.037984,2
1754854242.633,-0.181855,5.818148,8.142776,94.570519,-35.671653,1.038619,2
1754854242.642,-0.180658,5.819345,8.161918,94.563552,-35.667613,1.039862,2
1754854242.652,-0.16989,5.833702,8.189436,94.552604,-35.662535,1.043993,2
1754854242.661,-0.162712,5.821737,8.213364,94.540412,-35.656914,1.050297,2
1754854242.671,-0.144766,5.806184,8.206185,94.528295,-35.6541,1.051662,2
1754854242.68,-0.137587,5.788238,8.225327,94.514293,-35.655104,1.046511,2
1754854242.69,-0.098106,5.81097,8.237292,94.499724,-35.663461,1.033049,2
1754854242.699,-0.077767,5.806184,8.185846,94.485709,-35.679139,1.015585,2
1754854242.709,-0.062213,5.84088,8.042277,94.46655,-35.706952,0.994727,2
1754854242.718,-0.074178,5.886343,7.856833,94.443232,-35.747093,0.978043,2
1754854242.728,-0.094516,5.938986,7.647461,94.41212,-35.800703,0.966635,2
1754854242.737,-0.120838,5.976075,7.536195,94.377259,-35.860795,0.959554,2
1754854242.746,-0.12682,5.971289,7.512267,94.341435,-35.919217,0.951125,2
1754854242.756,-0.12323,5.95095,7.600801,94.306888,-35.963917,0.940124,2
1754854242.765,-0.104088,5.907879,7.765906,94.279218,-35.98602,0.92609,2
1754854242.775,-0.069392,5.849255,7.98126,94.259172,-35.983243,0.912981,2
1754854242.784,-0.055035,5.815755,8.19781,94.24741,-35.95678,0.902897,2
1754854242.794,-0.047856,5.800202,8.368897,94.240621,-35.912824,0.893996,2
1754854242.803,-0.035892,5.778666,8.475378,94.241823,-35.863134,0.889735,2
1754854242.813,-0.044267,5.771488,8.488539,94.247929,-35.818772,0.890055,2
1754854242.822,-0.066999,5.790631,8.429914,94.260483,-35.786862,0.892714,2
1754854242.832,-0.116052,5.791827,8.316256,94.276357,-35.772235,0.896286,2
1754854242.841,-0.181855,5.79422,8.215756,94.296191,-35.777217,0.900552,2
1754854242.85,-0.208176,5.818148,8.082955,94.316757,-35.798299,0.904557,2
1754854242.86,-0.234497,5.824131,7.980063,94.334932,-35.828218,0.90941,2
1754854242.869,-0.247657,5.834898,7.907083,94.346537,-35.863862,0.915433,2
1754854242.879,-0.251246,5.807381,7.889136,94.354282,-35.896865,0.926705,2
1754854242.888,-0.253639,5.815755,7.908279,94.357083,-35.923062,0.94126,2
1754854242.898,-0.217747,5.802595,7.972885,94.35685,-35.936671,0.957207,2
1754854242.907,-0.180658,5.78106,8.042277,94.352363,-35.942989,0.972879,2
1754854242.917,-0.165105,5.785845,8.097312,94.347773,-35.943167,0.983588,2
1754854242.926,-0.168694,5.769095,8.099705,94.345041,-35.941511,0.988869,2
1754854242.936,-0.187837,5.763113,8.043473,94.344112,-35.943826,0.988623,2
1754854242.945,-0.21655,5.77747,7.974082,94.349713,-35.950988,0.985473,2
1754854242.955,-0.214158,5.791827,7.91785,94.352534,-35.965287,0.980809,2
1754854242.964,-0.199801,5.797809,7.873583,94.350772,-35.984534,0.97613,2
1754854242.973,-0.165105,5.802595,7.855637,94.345587,-36.003549,0.969678,2
1754854242.983,-0.136391,5.796613,7.849655,94.334154,-36.019242,0.964381,2
1754854242.992,-0.131605,5.821737,7.853244,94.317993,-36.029613,0.959588,2
1754854243.002,-0.125623,5.839684,7.899904,94.29906,-36.03353,0.953163,2
1754854243.011,-0.133998,5.850451,7.9346,94.278194,-36.034435,0.944593,2
1754854243.021,-0.113659,5.852844,7.989635,94.258318,-36.0292,0.931267,2
1754854243.03,-0.094516,5.843273,8.051848,94.241625,-36.02126,0.918143,2
1754854243.04,-0.096909,5.831309,8.099705,94.225274,-36.010537,0.902786,2
1754854243.049,-0.064606,5.834898,8.147561,94.211839,-35.997696,0.886187,2
1754854243.059,-0.034696,5.838487,8.17149,94.198848,-35.985852,0.86735,2
1754854243.068,-0.022732,5.851648,8.169097,94.184634,-35.977335,0.846156,2
1754854243.077,-0.023928,5.868398,8.143971,94.170359,-35.973578,0.825605,2
1754854243.087,-0.059821,5.875576,8.109276,94.160305,-35.976365,0.808833,2
1754854243.096,-0.104088,5.87438,8.029117,94.15482,-35.986149,0.796129,2
1754854243.106,-0.129212,5.893522,7.992028,94.151911,-36.00037,0.788684,2
1754854243.115,-0.145962,5.907879,7.958528,94.149356,-36.018272,0.782457,2
1754854243.125,-0.105284,5.90429,7.970492,94.140723,-36.036717,0.773145,2
1754854243.134,-0.0335,5.92104,8.025527,94.12877,-36.052327,0.762588,2
1754854243.144,0.045464,5.911469,8.053044,94.115813,-36.061056,0.747207,2
1754854243.153,0.045464,5.898308,8.066205,94.104113,-36.063102,0.734266,2
1754854243.163,-0.022732,5.88754,8.117651,94.096743,-36.059536,0.732864,2
1754854243.172,-0.082552,5.909076,8.161918,94.098854,-36.053048,0.747063,2
1754854243.182,-0.136391,5.90429,8.178668,94.110977,-36.045121,0.770364,2
1754854243.19099,-0.17348,5.87438,8.188239,94.127616,-36.041477,0.794105,2
1754854243.2,-0.167498,5.88754,8.122437,94.149015,-36.044834,0.813983,2
1754854243.21,-0.129212,5.895915,8.006385,94.173091,-36.054861,0.826092,2
1754854243.219,-0.117248,5.893522,7.958528,94.193991,-36.075014,0.830039,2
1754854243.229,-0.066999,5.873183,7.962117,94.203718,-36.101276,0.824176,2
1754854243.238,-0.011964,5.866005,7.966903,94.212529,-36.126858,0.809311,2
1754854243.248,0.017946,5.836094,7.954939,94.222938,-36.146485,0.788274,2
1754854243.257,-0.04666,5.807381,7.974082,94.241851,-36.161798,0.773341,2
1754854243.267,-0.118445,5.830112,7.980063,94.268311,-36.17175,0.772999,2
1754854243.276,-0.191426,5.824131,8.001599,94.304825,-36.17455,0.789989,2
1754854243.286,-0.171087,5.816952,8.017152,94.343327,-36.174126,0.818767,2
1754854243.295,-0.13998,5.796613,8.105687,94.379568,-36.16746,0.857332,2
1754854243.304,-0.087338,5.776274,8.240881,94.409006,-36.156453,0.894171,2
1754854243.314,-0.026321,5.787042,8.258827,94.437624,-36.143654,0.918085,2
1754854243.323,-0.040678,5.826523,8.215756,94.471639,-36.133091,0.923784,2
1754854243.333,-0.083749,5.803792,8.210971,94.507545,-36.133893,0.926126,2
1754854243.342,-0.118445,5.801398,8.169097,94.54871,-36.151959,0.94356,2
1754854243.352,-0.122034,5.861219,8.000402,94.595873,-36.178873,0.967146,2
1754854243.361,-0.165105,5.897111,7.859226,94.644579,-36.213977,0.998438,2
1754854243.371,-0.230907,5.913861,7.80778,94.682739,-36.261884,1.046572,2
1754854243.38,-0.246461,5.92104,7.735996,94.711139,-36.310665,1.103215,2
1754854243.39,-0.248854,5.972486,7.639086,94.736097,-36.34899,1.156575,2
1754854243.399,-0.269193,5.944968,7.721639,94.759087,-36.373066,1.214168,2
1754854243.409,-0.317049,5.880362,7.849655,94.775725,-36.383086,1.277361,2
1754854243.418,-0.299103,5.864808,7.889136,94.795997,-36.373882,1.332189,2
1754854243.427,-0.290728,5.836094,7.980063,94.821638,-36.347647,1.379202,2
1754854243.437,-0.288335,5.863612,8.026724,94.845571,-36.318769,1.41281,2
1754854243.446,-0.285942,5.849255,8.049456,94.875542,-36.288665,1.438037,2
1754854257.359,-0.32662,5.877969,8.007581,98.764809,-36.281651,1.90869,3
1754854257.36801,-0.282353,5.826523,8.087741,98.774412,-36.24766,1.888874,3
1754854257.378,-0.218943,5.813363,8.133204,98.777444,-36.211559,1.868616,3
1754854257.387,-0.25005,5.855237,8.208578,98.778203,-36.170233,1.856788,3
1754854257.397,-0.264407,5.888737,8.23131,98.783059,-36.130625,1.841551,3
1754854257.406,-0.246461,5.87438,8.245667,98.790675,-36.098755,1.832718,3
1754854257.416,-0.256032,5.852844,8.246863,98.799451,-36.075843,1.825927,3
1754854257.425,-0.263211,5.863612,8.232507,98.810079,-36.057696,1.811998,3
1754854257.435,-0.273978,5.864808,8.203793,98.8282,-36.044469,1.795674,3
1754854257.444,-0.285942,5.858826,8.190632,98.849476,-36.036775,1.779302,3
1754854257.454,-0.315853,5.849255,8.2014,98.870526,-36.031556,1.767606,3
1754854257.463,-0.323031,5.814559,8.216953,98.89099,-36.025898,1.765635,3
1754854257.472,-0.349352,5.82772,8.196614,98.910462,-36.019662,1.776594,3
1754854257.482,-0.33021,5.844469,8.165507,98.928043,-36.013812,1.793705,3
1754854257.491,-0.293121,5.873183,8.140383,98.940208,-36.013392,1.813467,3
1754854257.501,-0.273978,5.851648,8.118847,98.949353,-36.017732,1.829746,3
1754854257.51,-0.290728,5.846862,8.084151,98.955883,-36.028572,1.842865,3
1754854257.52,-0.305085,5.860023,8.026724,98.965295,-36.041341,1.856716,3
1754854257.529,-0.323031,5.875576,7.999206,98.974181,-36.057067,1.869477,3
1754854257.539,-0.294317,5.864808,7.966903,98.979755,-36.07683,1.877324,3
1754854257.548,-0.281157,5.867201,7.972885,98.982644,-36.097563,1.881976,3
1754854257.558,-0.275175,5.846862,7.966903,98.97985,-36.115394,1.883051,3
1754854257.567,-0.288335,5.834898,7.976474,98.9811,-36.129822,1.888243,3
1754854257.576,-0.321835,5.832505,7.962117,98.982214,-36.141669,1.897693,3
1754854257.586,-0.315853,5.862415,7.953743,98.982644,-36.151898,1.906607,3
1754854257.595,-0.320638,5.858826,7.960921,98.982015,-36.162297,1.912415,3
1754854257.605,-0.284746,5.858826,7.965706,98.976039,-36.173273,1.911864,3
1754854257.614,-0.303888,5.843273,7.9681,98.968956,-36.181144,1.908865,3
1754854257.624,-0.319442,5.838487,8.014759,98.959489,-36.18626,1.902308,3
1754854257.633,-0.314656,5.850451,8.059027,98.950515,-36.188664,1.89812,3
1754854257.643,-0.301496,5.858826,8.087741,98.939566,-36.187954,1.890292,3
1754854257.652,-0.239282,5.863612,8.10449,98.921814,-36.187811,1.876548,3
1754854257.662,-0.175872,5.851648,8.120044,98.900723,-36.191038,1.860133,3
1754854257.671,-0.13998,5.863612,8.072187,98.877397,-36.198596,1.838212,3
1754854257.681,-0.108873,5.873183,8.014759,98.856982,-36.21007,1.813717,3
1754854257.69,-0.112463,5.871987,7.984849,98.83854,-36.227979,1.788411,3
1754854257.699,-0.12682,5.883951,7.986045,98.822947,-36.248473,1.760547,3
1754854257.709,-0.180658,5.880362,7.971689,98.81402,-36.266477,1.737525,3
1754854257.718,-0.239282,5.886343,7.9346,98.806596,-36.283013,1.724774,3
1754854257.728,-0.275175,5.888737,7.895118,98.801733,-36.299262,1.72724,3
1754854257.737,-0.31346,5.924629,7.848458,98.793571,-36.317267,1.740203,3
1754854257.747,-0.349352,5.938986,7.804191,98.787901,-36.334752,1.753419,3
1754854257.756,-0.36012,5.928218,7.800602,98.781413,-36.353398,1.764747,3
1754854257.766,-0.350549,5.911469,7.798209,98.776693,-36.369746,1.772995,3
1754854257.775,-0.334995,5.918647,7.853244,98.769535,-36.37742,1.772035,3
1754854257.785,-0.282353,5.889933,7.963314,98.762978,-36.37506,1.763258,3
1754854257.794,-0.195015,5.856433,8.102098,98.755588,-36.362397,1.753709,3
1754854257.803,-0.181855,5.834898,8.175078,98.750349,-36.337966,1.744233,3
1754854257.813,-0.206979,5.825327,8.26481,98.747467,-36.305369,1.736359,3
1754854257.822,-0.257228,5.837291,8.29113,98.749605,-36.273676,1.739158,3
1754854257.832,-0.299103,5.838487,8.26122,98.757432,-36.246875,1.747414,3
1754854257.841,-0.350549,5.828916,8.222935,98.767705,-36.231804,1.756991,3
